annee_universitaire,niveau_geographique,geo_nom,regroupement,rgp_formations_ou_etablissements,secteur,secteur_de_l_etablissement,sexe,sexe_de_l_etudiant,effectif,effectifhdccpge,a_des_effectifs_dut,effectif_dut,a_des_effectifs_ing,effectif_ing,a_des_effectifs_form_ens,effectif_form_ens,a_des_effectifs_apprentis_sts,effectif_apprentis_en_sts,effectif_atlas,niveau_geo,geo_id,reg_id,aca_id,dep_id,uucr_id,rentree,annee
2018-19,Département,Ille-et-Vilaine,EC_autres,Autres écoles de spécialités diverses,PU,Établissements publics,2,Feminin,605,605,non,0,non,0,non,0,non,0,605,DEPARTEMENT,D035,R53,A14,D035,,2018,2019
2023-24,Département,Ille-et-Vilaine,ING_autres,Autres formations d'ingénieurs,PR,Établissements privés,2,Feminin,283,283,non,0,oui,283,non,0,non,0,283,DEPARTEMENT,D035,R53,A14,D035,,2023,2024
2023-24,Département,Ille-et-Vilaine,EPEU,Établissements d'enseignement universitaire privés,PR,Établissements privés,2,Feminin,777,777,non,0,non,0,non,0,non,0,777,DEPARTEMENT,D035,R53,A14,D035,,2023,2024
2017-18,Département,Isère,TOTAL,Total des formations d'enseignement supérieur,PR,Établissements privés,2,Feminin,4735,4735,non,0,non,0,non,0,oui,357,4735,DEPARTEMENT,D038,R84,A08,D038,,2017,2018
2017-18,Département,Ille-et-Vilaine,ING_autres,Autres formations d'ingénieurs,PU,Établissements publics,1,Masculin,1861,1861,non,0,oui,1861,non,0,non,0,1861,DEPARTEMENT,D035,R53,A14,D035,,2017,2018
2018-19,Commune,Villemoirieu,STS,Sections de techniciens supérieurs (STS) et assimilés,PR,Établissements privés,1,Masculin,20,20,non,0,non,0,non,0,non,0,20,COMMUNE,38554,R84,A08,D038,UU38201,2018,2019
2018-19,Commune,Rennes,EC_autres,Autres écoles de spécialités diverses,PR,Établissements privés,1,Masculin,771,771,non,0,non,0,non,0,non,0,771,COMMUNE,35238,R53,A14,D035,UU35701,2018,2019
2018-19,Commune,Saint-Égrève,EC_PARAM,Écoles paramédicales et sociales,PU,Établissements publics,2,Feminin,181,181,non,0,non,0,non,0,non,0,181,COMMUNE,38382,R84,A08,D038,UU38701,2018,2019
2018-19,Commune,Rennes,EC_ART,Écoles supérieures art et culture,PU,Établissements publics,2,Feminin,665,665,non,0,non,0,non,0,non,0,665,COMMUNE,35238,R53,A14,D035,UU35701,2018,2019
2021-22,Commune,Meylan,TOTAL,Total des formations d'enseignement supérieur,PR,Établissements privés,2,Feminin,33,33,non,0,non,0,non,0,non,0,33,COMMUNE,38229,R84,A08,D038,UU38701,2021,2022
2021-22,Commune,Grenoble,TOTAL,Total des formations d'enseignement supérieur,PR,Établissements privés,1,Masculin,3193,3193,non,0,non,0,non,0,oui,167,3193,COMMUNE,38185,R84,A08,D038,UU38701,2021,2022
2021-22,Commune,Saint-Jacques-de-la-Lande,TOTAL,Total des formations d'enseignement supérieur,PR,Établissements privés,1,Masculin,114,114,non,0,non,0,non,0,non,0,114,COMMUNE,35281,R53,A14,D035,UU35701,2021,2022
2021-22,Commune,Saint-André-le-Gaz,TOTAL,Total des formations d'enseignement supérieur,PR,Établissements privés,1,Masculin,17,17,non,0,non,0,non,0,oui,17,17,COMMUNE,38357,R84,A08,D038,UU38119,2021,2022
2022-23,Département,Ille-et-Vilaine,CPGE,Classes préparatoires aux grandes écoles (CPGE),PU,Établissements publics,2,Feminin,720,720,non,0,non,0,non,0,non,0,720,DEPARTEMENT,D035,R53,A14,D035,,2022,2023
2021-22,Département,Isère,STS,Sections de techniciens supérieurs (STS) et assimilés,PR,Établissements privés,2,Feminin,1403,1403,non,0,non,0,non,0,oui,902,1403,DEPARTEMENT,D038,R84,A08,D038,,2021,2022
2023-24,Commune,Bruz,EC_JUR,Écoles juridiques et administratives,PR,Établissements privés,1,Masculin,97,97,non,0,non,0,non,0,non,0,97,COMMUNE,35047,R53,A14,D035,UU35701,2023,2024
2023-24,Commune,Saint-Martin-d'Hères,EC_ART,Écoles supérieures art et culture,PR,Établissements privés,2,Feminin,310,310,non,0,non,0,non,0,non,0,310,COMMUNE,38421,R84,A08,D038,UU38701,2023,2024
2022-23,Commune,Saint-Ismier,TOTAL,Total des formations d'enseignement supérieur,PU,Établissements publics,2,Feminin,50,50,non,0,non,0,non,0,oui,3,50,COMMUNE,38397,R84,A08,D038,UU38701,2022,2023
2010-11,Commune,Vitré,STS,Sections de techniciens supérieurs (STS) et assimilés,PR,Établissements privés,2,Feminin,1,0,non,0,non,0,non,0,non,0,1,COMMUNE,35360,R53,A14,D035,UU35303,2010,2011
2010-11,Commune,Redon,STS,Sections de techniciens supérieurs (STS) et assimilés,PR,Établissements privés,2,Feminin,8,0,non,0,non,0,non,0,non,0,8,COMMUNE,35236,R53,A14,D035,UU00456,2010,2011
2010-11,Commune,Nivolas-Vermelle,EC_autres,Autres écoles de spécialités diverses,PR,Établissements privés,2,Feminin,31,0,non,0,non,0,non,0,non,0,31,COMMUNE,38276,R84,A08,D038,UU38501,2010,2011
2010-11,Commune,Bruz,EC_autres,Autres écoles de spécialités diverses,PR,Établissements privés,1,Masculin,128,0,non,0,non,0,non,0,non,0,128,COMMUNE,35047,R53,A14,D035,UU35701,2010,2011
2010-11,Commune,Rennes,EC_autres,Autres écoles de spécialités diverses,PR,Établissements privés,1,Masculin,358,0,non,0,non,0,non,0,non,0,358,COMMUNE,35238,R53,A14,D035,UU35701,2010,2011
2009-10,Commune,La Tronche,STS,Sections de techniciens supérieurs (STS) et assimilés,PU,Établissements publics,1,Masculin,17,0,non,0,non,0,non,0,non,0,17,COMMUNE,38516,R84,A08,D038,UU38701,2009,2010
2009-10,Commune,Le Rheu,STS,Sections de techniciens supérieurs (STS) et assimilés,PU,Établissements publics,1,Masculin,140,0,non,0,non,0,non,0,non,0,140,COMMUNE,35240,R53,A14,D035,UU35302,2009,2010
2009-10,Commune,Villemoirieu,STS,Sections de techniciens supérieurs (STS) et assimilés,PR,Établissements privés,2,Feminin,26,0,non,0,non,0,non,0,non,0,26,COMMUNE,38554,R84,A08,D038,UU38201,2009,2010
2009-10,Commune,Saint-Martin-d'Hères,STS,Sections de techniciens supérieurs (STS) et assimilés,PR,Établissements privés,2,Feminin,43,0,non,0,non,0,non,0,non,0,43,COMMUNE,38421,R84,A08,D038,UU38701,2009,2010
2009-10,Commune,Bruz,ING_autres,Autres formations d'ingénieurs,PU,Établissements publics,2,Feminin,78,0,non,0,oui,78,non,0,non,0,78,COMMUNE,35047,R53,A14,D035,UU35701,2009,2010
2009-10,Commune,Cesson-Sévigné,ING_autres,Autres formations d'ingénieurs,PU,Établissements publics,2,Feminin,17,0,non,0,oui,17,non,0,non,0,17,COMMUNE,35051,R53,A14,D035,UU35701,2009,2010
2009-10,Commune,Bruz,ENS,Écoles normales supérieures (ENS),PU,Établissements publics,1,Masculin,266,0,non,0,non,0,non,0,non,0,266,COMMUNE,35047,R53,A14,D035,UU35701,2009,2010
2012-13,Département,Isère,EC_ART,Écoles supérieures art et culture,PU,Établissements publics,2,Feminin,708,0,non,0,non,0,non,0,non,0,708,DEPARTEMENT,D038,R84,A08,D038,,2012,2013
2007-08,Commune,Sassenage,TOTAL,Total des formations d'enseignement supérieur,PU,Établissements publics,1,Masculin,93,0,non,0,non,0,non,0,non,0,93,COMMUNE,38474,R84,A08,D038,UU38701,2007,2008
2007-08,Commune,Saint-Malo,TOTAL,Total des formations d'enseignement supérieur,PU,Établissements publics,1,Masculin,611,0,oui,354,non,0,non,0,non,0,611,COMMUNE,35288,R53,A14,D035,UU35402,2007,2008
2011-12,Commune,Rennes,EC_autres,Autres écoles de spécialités diverses,PU,Établissements publics,1,Masculin,451,0,non,0,non,0,non,0,non,0,451,COMMUNE,35238,R53,A14,D035,UU35701,2011,2012
2011-12,Commune,Grenoble,EC_autres,Autres écoles de spécialités diverses,PR,Établissements privés,2,Feminin,215,0,non,0,non,0,non,0,non,0,215,COMMUNE,38185,R84,A08,D038,UU38701,2011,2012
2009-10,Département,Ille-et-Vilaine,EC_PARAM,Écoles paramédicales et sociales,PU,Établissements publics,2,Feminin,963,0,non,0,non,0,non,0,non,0,963,DEPARTEMENT,D035,R53,A14,D035,,2009,2010
2012-13,Commune,Dinard,STS,Sections de techniciens supérieurs (STS) et assimilés,PU,Établissements publics,2,Feminin,132,0,non,0,non,0,non,0,non,0,132,COMMUNE,35093,R53,A14,D035,UU00462,2012,2013
2012-13,Commune,Bruz,STS,Sections de techniciens supérieurs (STS) et assimilés,PR,Établissements privés,2,Feminin,8,0,non,0,non,0,non,0,non,0,8,COMMUNE,35047,R53,A14,D035,UU35701,2012,2013
2012-13,Commune,Montfort-sur-Meu,STS,Sections de techniciens supérieurs (STS) et assimilés,PR,Établissements privés,2,Feminin,38,0,non,0,non,0,non,0,non,0,38,COMMUNE,35188,R53,A14,D035,UU35212,2012,2013
2012-13,Commune,Rennes,ING_autres,Autres formations d'ingénieurs,PU,Établissements publics,2,Feminin,946,0,non,0,oui,946,non,0,non,0,946,COMMUNE,35238,R53,A14,D035,UU35701,2012,2013
2012-13,Commune,Saint-Malo,EC_autres,Autres écoles de spécialités diverses,PU,Établissements publics,1,Masculin,142,0,non,0,non,0,non,0,non,0,142,COMMUNE,35288,R53,A14,D035,UU35402,2012,2013
2012-13,Commune,Saint-Malo,EC_PARAM,Écoles paramédicales et sociales,PU,Établissements publics,1,Masculin,26,0,non,0,non,0,non,0,non,0,26,COMMUNE,35288,R53,A14,D035,UU35402,2012,2013
2008-09,Commune,Rennes,EC_PARAM,Écoles paramédicales et sociales,PR,Établissements privés,1,Masculin,351,0,non,0,non,0,non,0,non,0,351,COMMUNE,35238,R53,A14,D035,UU35701,2008,2009
2016-17,Commune,Fougères,STS,Sections de techniciens supérieurs (STS) et assimilés,PU,Établissements publics,1,Masculin,52,52,non,0,non,0,non,0,non,0,52,COMMUNE,35115,R53,A14,D035,UU35401,2016,2017
2016-17,Commune,L'Isle-d'Abeau,STS,Sections de techniciens supérieurs (STS) et assimilés,PU,Établissements publics,1,Masculin,22,22,non,0,non,0,non,0,non,0,22,COMMUNE,38193,R84,A08,D038,UU38501,2016,2017
2016-17,Commune,Moirans,STS,Sections de techniciens supérieurs (STS) et assimilés,PR,Établissements privés,2,Feminin,50,50,non,0,non,0,non,0,oui,11,50,COMMUNE,38239,R84,A08,D038,UU38502,2016,2017
2016-17,Commune,Saint-Jouan-des-Guérets,STS,Sections de techniciens supérieurs (STS) et assimilés,PR,Établissements privés,2,Feminin,100,100,non,0,non,0,non,0,oui,100,100,COMMUNE,35284,R53,A14,D035,UU35104,2016,2017
2015-16,Commune,Grenoble,TOTAL,Total des formations d'enseignement supérieur,PU,Établissements publics,2,Feminin,7305,7289,oui,1059,non,0,oui,827,oui,20,7289,COMMUNE,38185,R84,A08,D038,UU38701,2015,2016
2015-16,Commune,Rennes,STS,Sections de techniciens supérieurs (STS) et assimilés,PR,Établissements privés,2,Feminin,1321,1321,non,0,non,0,non,0,oui,14,1321,COMMUNE,35238,R53,A14,D035,UU35701,2015,2016
2015-16,Commune,Eyzin-Pinet,STS,Sections de techniciens supérieurs (STS) et assimilés,PR,Établissements privés,1,Masculin,9,9,non,0,non,0,non,0,oui,9,9,COMMUNE,38160,R84,A08,D038,CR38160,2015,2016
2015-16,Commune,Grenoble,EC_ART,Écoles supérieures art et culture,PU,Établissements publics,2,Feminin,692,692,non,0,non,0,non,0,non,0,692,COMMUNE,38185,R84,A08,D038,UU38701,2015,2016
2015-16,Commune,Saint-Ismier,CPGE,Classes préparatoires aux grandes écoles (CPGE),PU,Établissements publics,2,Feminin,22,22,non,0,non,0,non,0,non,0,22,COMMUNE,38397,R84,A08,D038,UU38701,2015,2016
2015-16,Commune,Rennes,CPGE,Classes préparatoires aux grandes écoles (CPGE),PU,Établissements publics,1,Masculin,753,753,non,0,non,0,non,0,non,0,753,COMMUNE,35238,R53,A14,D035,UU35701,2015,2016
2016-17,Département,Ille-et-Vilaine,EC_COM,"Écoles de commerce, gestion et comptabilité",PR,Établissements privés,1,Masculin,1774,1774,non,0,non,0,non,0,non,0,1774,DEPARTEMENT,D035,R53,A14,D035,,2016,2017
2016-17,Département,Ille-et-Vilaine,EC_ART,Écoles supérieures art et culture,PR,Établissements privés,2,Feminin,92,92,non,0,non,0,non,0,non,0,92,DEPARTEMENT,D035,R53,A14,D035,,2016,2017
2015-16,Commune,Rennes,UNIV,Universités,PU,Établissements publics,2,Feminin,27603,26978,oui,516,oui,44,oui,990,non,0,26978,COMMUNE,35238,R53,A14,D035,UU35701,2015,2016
2012-13,Commune,Grenoble,TOTAL,Total des formations d'enseignement supérieur,PU,Établissements publics,1,Masculin,8534,0,oui,738,non,0,non,0,non,0,8534,COMMUNE,38185,R84,A08,D038,UU38701,2012,2013
2014-15,Département,Isère,UNIV,Universités,PU,Établissements publics,1,Masculin,18811,0,oui,2392,oui,493,oui,394,non,0,18811,DEPARTEMENT,D038,R84,A08,D038,,2014,2015
2014-15,Département,Isère,GE,Grands établissements MENESR,PU,Établissements publics,2,Feminin,1108,0,non,0,oui,1022,non,0,non,0,1108,DEPARTEMENT,D038,R84,A08,D038,,2014,2015
2013-14,Commune,Dol-de-Bretagne,STS,Sections de techniciens supérieurs (STS) et assimilés,PR,Établissements privés,2,Feminin,46,0,non,0,non,0,non,0,non,0,46,COMMUNE,35095,R53,A14,D035,UU35205,2013,2014
2013-14,Commune,Vienne,STS,Sections de techniciens supérieurs (STS) et assimilés,PR,Établissements privés,1,Masculin,129,0,non,0,non,0,non,0,non,0,129,COMMUNE,38544,R84,A08,D038,UU00559,2013,2014
2013-14,Commune,Bruz,EC_COM,"Écoles de commerce, gestion et comptabilité",PR,Établissements privés,1,Masculin,43,0,non,0,non,0,non,0,non,0,43,COMMUNE,35047,R53,A14,D035,UU35701,2013,2014
2013-14,Commune,Rennes,EC_COM,"Écoles de commerce, gestion et comptabilité",PR,Établissements privés,1,Masculin,1385,0,non,0,non,0,non,0,non,0,1385,COMMUNE,35238,R53,A14,D035,UU35701,2013,2014
2013-14,Commune,Voiron,CPGE,Classes préparatoires aux grandes écoles (CPGE),PU,Établissements publics,2,Feminin,15,0,non,0,non,0,non,0,non,0,15,COMMUNE,38563,R84,A08,D038,UU38502,2013,2014
2001-02,Commune,Vizille,STS,Sections de techniciens supérieurs (STS) et assimilés,PU,Établissements publics,2,Feminin,7,0,non,0,non,0,non,0,non,0,7,COMMUNE,38562,R84,A08,D038,UU38401,2001,2002
2001-02,Commune,Redon,STS,Sections de techniciens supérieurs (STS) et assimilés,PR,Établissements privés,2,Feminin,35,0,non,0,non,0,non,0,non,0,35,COMMUNE,35236,R53,A14,D035,UU00456,2001,2002
2001-02,Commune,Rennes,EC_autres,Autres écoles de spécialités diverses,PU,Établissements publics,1,Masculin,75,0,non,0,non,0,non,0,non,0,75,COMMUNE,35238,R53,A14,D035,UU35701,2001,2002
2001-02,Commune,Redon,EC_autres,Autres écoles de spécialités diverses,PR,Établissements privés,2,Feminin,22,0,non,0,non,0,non,0,non,0,22,COMMUNE,35236,R53,A14,D035,UU00456,2001,2002
2001-02,Département,Ille-et-Vilaine,UNIV,Universités,PU,Établissements publics,1,Masculin,17103,0,oui,1231,oui,229,non,0,non,0,17103,DEPARTEMENT,D035,R53,A14,D035,,2001,2002
2001-02,Département,Isère,TOTAL,Total des formations d'enseignement supérieur,PU,Établissements publics,2,Feminin,26409,0,oui,1741,non,0,non,0,non,0,26409,DEPARTEMENT,D038,R84,A08,D038,,2001,2002
2001-02,Département,Ille-et-Vilaine,ING_autres,Autres formations d'ingénieurs,PR,Établissements privés,2,Feminin,54,0,non,0,oui,54,non,0,non,0,54,DEPARTEMENT,D035,R53,A14,D035,,2001,2002
2001-02,Département,Ille-et-Vilaine,ENS,Écoles normales supérieures (ENS),PU,Établissements publics,2,Feminin,62,0,non,0,non,0,non,0,non,0,62,DEPARTEMENT,D035,R53,A14,D035,,2001,2002
2001-02,Département,Ille-et-Vilaine,CPGE,Classes préparatoires aux grandes écoles (CPGE),PR,Établissements privés,2,Feminin,75,0,non,0,non,0,non,0,non,0,75,DEPARTEMENT,D035,R53,A14,D035,,2001,2002
2006-07,Commune,Vienne,UNIV,Universités,PU,Établissements publics,2,Feminin,110,0,oui,81,non,0,non,0,non,0,110,COMMUNE,38544,R84,A08,D038,UU00559,2006,2007
2006-07,Commune,Villefontaine,TOTAL,Total des formations d'enseignement supérieur,PU,Établissements publics,2,Feminin,94,0,non,0,non,0,non,0,non,0,94,COMMUNE,38553,R84,A08,D038,UU38404,2006,2007
2006-07,Commune,Rennes,TOTAL,Total des formations d'enseignement supérieur,PU,Établissements publics,2,Feminin,27665,0,oui,502,non,0,non,0,non,0,27665,COMMUNE,35238,R53,A14,D035,UU35701,2006,2007
2005-06,Commune,Fougères,STS,Sections de techniciens supérieurs (STS) et assimilés,PU,Établissements publics,2,Feminin,42,0,non,0,non,0,non,0,non,0,42,COMMUNE,35115,R53,A14,D035,UU35401,2005,2006
2005-06,Commune,Voiron,STS,Sections de techniciens supérieurs (STS) et assimilés,PU,Établissements publics,1,Masculin,122,0,non,0,non,0,non,0,non,0,122,COMMUNE,38563,R84,A08,D038,UU38502,2005,2006
2003-04,Commune,Saint-Égrève,TOTAL,Total des formations d'enseignement supérieur,PU,Établissements publics,2,Feminin,137,0,non,0,non,0,non,0,non,0,137,COMMUNE,38382,R84,A08,D038,UU38701,2003,2004
2003-04,Commune,Saint-Martin-d'Hères,TOTAL,Total des formations d'enseignement supérieur,PU,Établissements publics,2,Feminin,17359,0,oui,352,non,0,non,0,non,0,17359,COMMUNE,38421,R84,A08,D038,UU38701,2003,2004
2003-04,Commune,Redon,TOTAL,Total des formations d'enseignement supérieur,PU,Établissements publics,2,Feminin,130,0,non,0,non,0,non,0,non,0,130,COMMUNE,35236,R53,A14,D035,UU00456,2003,2004
2003-04,Commune,Sassenage,TOTAL,Total des formations d'enseignement supérieur,PU,Établissements publics,1,Masculin,71,0,non,0,non,0,non,0,non,0,71,COMMUNE,38474,R84,A08,D038,UU38701,2003,2004
2003-04,Commune,Dol-de-Bretagne,TOTAL,Total des formations d'enseignement supérieur,PR,Établissements privés,2,Feminin,9,0,non,0,non,0,non,0,non,0,9,COMMUNE,35095,R53,A14,D035,UU35205,2003,2004
2003-04,Commune,Cesson-Sévigné,TOTAL,Total des formations d'enseignement supérieur,PR,Établissements privés,2,Feminin,44,0,non,0,non,0,non,0,non,0,44,COMMUNE,35051,R53,A14,D035,UU35701,2003,2004
2003-04,Commune,Cesson-Sévigné,TOTAL,Total des formations d'enseignement supérieur,PR,Établissements privés,1,Masculin,351,0,non,0,non,0,non,0,non,0,351,COMMUNE,35051,R53,A14,D035,UU35701,2003,2004
2003-04,Commune,Saint-Ismier,STS,Sections de techniciens supérieurs (STS) et assimilés,PU,Établissements publics,2,Feminin,16,0,non,0,non,0,non,0,non,0,16,COMMUNE,38397,R84,A08,D038,UU38701,2003,2004
2003-04,Commune,Rennes,STS,Sections de techniciens supérieurs (STS) et assimilés,PU,Établissements publics,2,Feminin,463,0,non,0,non,0,non,0,non,0,463,COMMUNE,35238,R53,A14,D035,UU35701,2003,2004
2003-04,Commune,Saint-Martin-d'Hères,INP,Instituts nationaux polytechniques (INP),PU,Établissements publics,2,Feminin,665,0,non,0,oui,620,non,0,non,0,665,COMMUNE,38421,R84,A08,D038,UU38701,2003,2004
2003-04,Commune,Cesson-Sévigné,ING_autres,Autres formations d'ingénieurs,PR,Établissements privés,1,Masculin,214,0,non,0,oui,214,non,0,non,0,214,COMMUNE,35051,R53,A14,D035,UU35701,2003,2004
2003-04,Commune,Grenoble,EC_autres,Autres écoles de spécialités diverses,PU,Établissements publics,2,Feminin,49,0,non,0,non,0,non,0,non,0,49,COMMUNE,38185,R84,A08,D038,UU38701,2003,2004
2002-03,Commune,Grenoble,IUFM,Instituts universitaires de formation des maîtres,PU,Établissements publics,2,Feminin,1262,0,non,0,non,0,non,0,non,0,1262,COMMUNE,38185,R84,A08,D038,UU38701,2002,2003
2006-07,Commune,Vienne,EC_PARAM,Écoles paramédicales et sociales,PU,Établissements publics,1,Masculin,24,0,non,0,non,0,non,0,non,0,24,COMMUNE,38544,R84,A08,D038,UU00559,2006,2007
2006-07,Commune,Fougères,EC_PARAM,Écoles paramédicales et sociales,PU,Établissements publics,1,Masculin,14,0,non,0,non,0,non,0,non,0,14,COMMUNE,35115,R53,A14,D035,UU35401,2006,2007
2006-07,Commune,Bruz,EC_PARAM,Écoles paramédicales et sociales,PR,Établissements privés,2,Feminin,189,0,non,0,non,0,non,0,non,0,189,COMMUNE,35047,R53,A14,D035,UU35701,2006,2007
2004-05,Commune,Grenoble,EC_COM,"Écoles de commerce, gestion et comptabilité",PR,Établissements privés,1,Masculin,1282,0,non,0,non,0,non,0,non,0,1282,COMMUNE,38185,R84,A08,D038,UU38701,2004,2005
2003-04,Département,Isère,EC_ART,Écoles supérieures art et culture,PU,Établissements publics,2,Feminin,536,0,non,0,non,0,non,0,non,0,536,DEPARTEMENT,D038,R84,A08,D038,,2003,2004
2005-06,Département,Ille-et-Vilaine,UNIV,Universités,PU,Établissements publics,2,Feminin,24307,0,oui,621,oui,22,non,0,non,0,24307,DEPARTEMENT,D035,R53,A14,D035,,2005,2006
2007-08,Commune,Fougères,STS,Sections de techniciens supérieurs (STS) et assimilés,PU,Établissements publics,1,Masculin,45,0,non,0,non,0,non,0,non,0,45,COMMUNE,35115,R53,A14,D035,UU35401,2007,2008
2007-08,Commune,Rennes,STS,Sections de techniciens supérieurs (STS) et assimilés,PU,Établissements publics,1,Masculin,649,0,non,0,non,0,non,0,non,0,649,COMMUNE,35238,R53,A14,D035,UU35701,2007,2008
2007-08,Commune,La Tronche,STS,Sections de techniciens supérieurs (STS) et assimilés,PU,Établissements publics,1,Masculin,11,0,non,0,non,0,non,0,non,0,11,COMMUNE,38516,R84,A08,D038,UU38701,2007,2008
2007-08,Commune,Voiron,STS,Sections de techniciens supérieurs (STS) et assimilés,PU,Établissements publics,1,Masculin,99,0,non,0,non,0,non,0,non,0,99,COMMUNE,38563,R84,A08,D038,UU38502,2007,2008
2007-08,Commune,Moirans,STS,Sections de techniciens supérieurs (STS) et assimilés,PR,Établissements privés,1,Masculin,14,0,non,0,non,0,non,0,non,0,14,COMMUNE,38239,R84,A08,D038,UU38502,2007,2008
2018-19,Commune,Cesson-Sévigné,TOTAL,Total des formations d'enseignement supérieur,PR,Établissements privés,2,Feminin,92,92,non,0,non,0,non,0,oui,34,92,COMMUNE,35051,R53,A14,D035,UU35701,2018,2019
2018-19,Commune,Nivolas-Vermelle,TOTAL,Total des formations d'enseignement supérieur,PR,Établissements privés,1,Masculin,3,3,non,0,non,0,non,0,non,0,3,COMMUNE,38276,R84,A08,D038,UU38501,2018,2019
2018-19,Commune,Fougères,TOTAL,Total des formations d'enseignement supérieur,PR,Établissements privés,1,Masculin,117,117,non,0,non,0,non,0,oui,40,117,COMMUNE,35115,R53,A14,D035,UU35401,2018,2019
2018-19,Commune,Montalieu-Vercieu,TOTAL,Total des formations d'enseignement supérieur,PR,Établissements privés,1,Masculin,20,20,non,0,non,0,non,0,oui,20,20,COMMUNE,38247,R84,A08,D038,UU38202,2018,2019
2018-19,Commune,Rennes,STS,Sections de techniciens supérieurs (STS) et assimilés,PU,Établissements publics,2,Feminin,624,624,non,0,non,0,non,0,oui,5,624,COMMUNE,35238,R53,A14,D035,UU35701,2018,2019
2018-19,Commune,Grenoble,EC_ART,Écoles supérieures art et culture,PU,Établissements publics,1,Masculin,442,442,non,0,non,0,non,0,non,0,442,COMMUNE,38185,R84,A08,D038,UU38701,2018,2019
2018-19,Commune,Rennes,EC_ART,Écoles supérieures art et culture,PR,Établissements privés,2,Feminin,581,581,non,0,non,0,non,0,non,0,581,COMMUNE,35238,R53,A14,D035,UU35701,2018,2019
2020-21,Commune,Saint-Ismier,STS,Sections de techniciens supérieurs (STS) et assimilés,PU,Établissements publics,2,Feminin,18,18,non,0,non,0,non,0,oui,2,18,COMMUNE,38397,R84,A08,D038,UU38701,2020,2021
2020-21,Commune,Chatte,STS,Sections de techniciens supérieurs (STS) et assimilés,PR,Établissements privés,2,Feminin,7,7,non,0,non,0,non,0,oui,7,7,COMMUNE,38095,R84,A08,D038,UU38402,2020,2021
2020-21,Commune,Gières,EC_autres,Autres écoles de spécialités diverses,PR,Établissements privés,2,Feminin,76,76,non,0,non,0,non,0,non,0,76,COMMUNE,38179,R84,A08,D038,UU38701,2020,2021
2020-21,Commune,Bruz,EC_autres,Autres écoles de spécialités diverses,PR,Établissements privés,1,Masculin,142,142,non,0,non,0,non,0,non,0,142,COMMUNE,35047,R53,A14,D035,UU35701,2020,2021
2017-18,Commune,Vitré,TOTAL,Total des formations d'enseignement supérieur,PR,Établissements privés,2,Feminin,47,47,non,0,non,0,non,0,oui,45,47,COMMUNE,35360,R53,A14,D035,UU35303,2017,2018
2017-18,Commune,Cesson-Sévigné,GE,Grands établissements MENESR,PU,Établissements publics,2,Feminin,62,62,non,0,oui,61,non,0,non,0,62,COMMUNE,35051,R53,A14,D035,UU35701,2017,2018
2017-18,Commune,Saint-Martin-d'Hères,GE,Grands établissements MENESR,PU,Établissements publics,2,Feminin,655,654,non,0,oui,598,non,0,non,0,654,COMMUNE,38421,R84,A08,D038,UU38701,2017,2018
2017-18,Commune,Bruz,ENS,Écoles normales supérieures (ENS),PU,Établissements publics,2,Feminin,146,146,non,0,non,0,non,0,non,0,146,COMMUNE,35047,R53,A14,D035,UU35701,2017,2018
2018-19,Commune,Villemoirieu,STS,Sections de techniciens supérieurs (STS) et assimilés,PR,Établissements privés,2,Feminin,21,21,non,0,non,0,non,0,non,0,21,COMMUNE,38554,R84,A08,D038,UU38201,2018,2019
2018-19,Commune,Bruz,ENS,Écoles normales supérieures (ENS),PU,Établissements publics,2,Feminin,94,94,non,0,non,0,non,0,non,0,94,COMMUNE,35047,R53,A14,D035,UU35701,2018,2019
2018-19,Département,Ille-et-Vilaine,EC_ART,Écoles supérieures art et culture,PU,Établissements publics,1,Masculin,391,391,non,0,non,0,non,0,non,0,391,DEPARTEMENT,D035,R53,A14,D035,,2018,2019
2021-22,Commune,Saint-Martin-d'Hères,STS,Sections de techniciens supérieurs (STS) et assimilés,PU,Établissements publics,1,Masculin,69,69,non,0,non,0,non,0,oui,24,69,COMMUNE,38421,R84,A08,D038,UU38701,2021,2022
2021-22,Commune,Villemoirieu,STS,Sections de techniciens supérieurs (STS) et assimilés,PR,Établissements privés,1,Masculin,22,22,non,0,non,0,non,0,non,0,22,COMMUNE,38554,R84,A08,D038,UU38201,2021,2022
2021-22,Commune,Saint-André-le-Gaz,STS,Sections de techniciens supérieurs (STS) et assimilés,PR,Établissements privés,1,Masculin,17,17,non,0,non,0,non,0,oui,17,17,COMMUNE,38357,R84,A08,D038,UU38119,2021,2022
2021-22,Commune,Échirolles,STS,Sections de techniciens supérieurs (STS) et assimilés,PR,Établissements privés,1,Masculin,13,13,non,0,non,0,non,0,oui,13,13,COMMUNE,38151,R84,A08,D038,UU38701,2021,2022
2021-22,Commune,Vienne,EC_PARAM,Écoles paramédicales et sociales,PU,Établissements publics,2,Feminin,173,173,non,0,non,0,non,0,non,0,173,COMMUNE,38544,R84,A08,D038,UU00559,2021,2022
2023-24,Commune,Saint-Martin-d'Hères,EC_ART,Écoles supérieures art et culture,PR,Établissements privés,1,Masculin,149,149,non,0,non,0,non,0,non,0,149,COMMUNE,38421,R84,A08,D038,UU38701,2023,2024
