"Géographie";"Niveau Géo";"Âge";"Sexe";"Diplôme";"Indicateur du lieu d’étude";"Mesure du recensement ";"Fréquence";"Statut de l'observation";Période;Valeur
"Meylan";"Commune";"15 ans ou plus";"Homme";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;2617,1639
"Le Pont-de-Claix";"Commune";"15 ans ou plus";"Femme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;465,81657
"Quaix-en-Chartreuse";"Commune";"15 ans ou plus";"Total";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;106,25908
"Montchaboud";"Commune";"15 ans ou plus";"Homme";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;4,93033
"Mont-Saint-Martin";"Commune";"15 ans ou plus";"Homme";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;5
"Fontaine";"Commune";"15 ans ou plus";"Femme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;1013,39804
"Eybens";"Commune";"15 ans ou plus";"Total";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;1498,27911
"Domène";"Commune";"15 ans ou plus";"Total";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;5128,81265
"Varces-Allières-et-Risset";"Commune";"15 ans ou plus";"Homme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;1124,75642
"Vaulnaveys-le-Bas";"Commune";"15 ans ou plus";"Total";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;995,42771
"Vif";"Commune";"15 ans ou plus";"Femme";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;530,14252
"Champagnier";"Commune";"15 ans ou plus";"Total";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;146
"Saint-Barthélemy-de-Séchilienne";"Commune";"15 ans ou plus";"Femme";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;4
"Saint-Martin-d'Hères";"Commune";"15 ans ou plus";"Femme";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;11456,66052
"Seyssins";"Commune";"15 ans ou plus";"Femme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;443
"Seyssins";"Commune";"15 ans ou plus";"Femme";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;639
"Seyssins";"Commune";"15 ans ou plus";"Total";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;733
"Sarcenas";"Commune";"15 ans ou plus";"Total";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;26,43172
"Sassenage";"Commune";"15 ans ou plus";"Homme";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;335,50826
"Miribel-Lanchâtre";"Commune";"15 ans ou plus";"Total";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;53,50444
"Poisat";"Commune";"15 ans ou plus";"Total";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;207,62194
"Veurey-Voroize";"Commune";"15 ans ou plus";"Homme";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;44,34785
"Échirolles";"Commune";"15 ans ou plus";"Femme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;2746,51333
"Eybens";"Commune";"15 ans ou plus";"Femme";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;805,4162
"Échirolles";"Commune";"15 ans ou plus";"Homme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;1157,22035
"Échirolles";"Commune";"15 ans ou plus";"Femme";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;13548,79535
"Le Pont-de-Claix";"Commune";"15 ans ou plus";"Femme";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;1095,48944
"Le Pont-de-Claix";"Commune";"15 ans ou plus";"Total";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;392,19816
"Quaix-en-Chartreuse";"Commune";"15 ans ou plus";"Femme";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;23,36338
"Notre-Dame-de-Mésage";"Commune";"15 ans ou plus";"Homme";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;421,53504
"Murianette";"Commune";"15 ans ou plus";"Total";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;99,86779
"Vaulnaveys-le-Bas";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;120,97918
"Claix";"Commune";"15 ans ou plus";"Femme";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;457,1713
"Saint-Pierre-de-Mésage";"Commune";"15 ans ou plus";"Total";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;575,98342
"Montchaboud";"Commune";"15 ans ou plus";"Total";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;44,36247
"Mont-Saint-Martin";"Commune";"15 ans ou plus";"Homme";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;1
"Montchaboud";"Commune";"15 ans ou plus";"Total";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;36,4867
"Saint-Barthélemy-de-Séchilienne";"Commune";"15 ans ou plus";"Total";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;81
"Gières";"Commune";"15 ans ou plus";"Femme";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;373,90712
"Saint-Égrève";"Commune";"15 ans ou plus";"Total";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;1505,19294
"Saint-Georges-de-Commiers";"Commune";"15 ans ou plus";"Total";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;321,87057
"Saint-Paul-de-Varces";"Commune";"15 ans ou plus";"Homme";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;63
"Miribel-Lanchâtre";"Commune";"15 ans ou plus";"Total";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;36,93194
"Seyssins";"Commune";"15 ans ou plus";"Femme";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;419
"Séchilienne";"Commune";"15 ans ou plus";"Femme";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;72
"Seyssinet-Pariset";"Commune";"15 ans ou plus";"Femme";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;740,2191
"Sassenage";"Commune";"15 ans ou plus";"Femme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;857,17524
"Seyssins";"Commune";"15 ans ou plus";"Homme";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;2838
"Seyssins";"Commune";"15 ans ou plus";"Homme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;379
"Fontaine";"Commune";"15 ans ou plus";"Femme";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;877,67354
"Fontaine";"Commune";"15 ans ou plus";"Homme";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;547,04454
"Échirolles";"Commune";"15 ans ou plus";"Total";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;6726,74015
"Veurey-Voroize";"Commune";"15 ans ou plus";"Femme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;105,97144
"Veurey-Voroize";"Commune";"15 ans ou plus";"Femme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;79,66778
"Quaix-en-Chartreuse";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;65,89172
"Proveysieux";"Commune";"15 ans ou plus";"Femme";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;34,71573
"Proveysieux";"Commune";"15 ans ou plus";"Total";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;21,06529
"Claix";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;652,87316
"Poisat";"Commune";"15 ans ou plus";"Femme";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;104,83668
"Jarrie";"Commune";"15 ans ou plus";"Homme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;204,51232
"Jarrie";"Commune";"15 ans ou plus";"Homme";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;281,66496
"Venon";"Commune";"15 ans ou plus";"Total";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;34
"Vaulnaveys-le-Bas";"Commune";"15 ans ou plus";"Femme";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;54,51997
"Mont-Saint-Martin";"Commune";"15 ans ou plus";"Total";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;10
"Mont-Saint-Martin";"Commune";"15 ans ou plus";"Total";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;8
"Le Gua";"Commune";"15 ans ou plus";"Homme";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;739,51871
"Grenoble";"Commune";"15 ans ou plus";"Homme";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;15143,33394
"Bresson";"Commune";"15 ans ou plus";"Femme";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;7,17467
"Saint-Barthélemy-de-Séchilienne";"Commune";"15 ans ou plus";"Total";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;52
"Noyarey";"Commune";"15 ans ou plus";"Femme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;145,51029
"Eybens";"Commune";"15 ans ou plus";"Homme";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;590,49708
"Saint-Martin-le-Vinoux";"Commune";"15 ans ou plus";"Femme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;327,93913
"Seyssins";"Commune";"15 ans ou plus";"Femme";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;3174
"Le Sappey-en-Chartreuse";"Commune";"15 ans ou plus";"Homme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;41,73405
"Sassenage";"Commune";"15 ans ou plus";"Femme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;652,19168
"Séchilienne";"Commune";"15 ans ou plus";"Total";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;55
"Saint-Georges-de-Commiers";"Commune";"15 ans ou plus";"Total";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;530,83629
"Saint-Georges-de-Commiers";"Commune";"15 ans ou plus";"Homme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;185,74641
"Quaix-en-Chartreuse";"Commune";"15 ans ou plus";"Total";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;43,75737
"Proveysieux";"Commune";"15 ans ou plus";"Femme";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;10,06749
"Quaix-en-Chartreuse";"Commune";"15 ans ou plus";"Total";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;96,92593
"Vif";"Commune";"15 ans ou plus";"Homme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;421,61686
"Gières";"Commune";"15 ans ou plus";"Total";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;898,72821
"Herbeys";"Commune";"15 ans ou plus";"Total";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;166,28439
"Meylan";"Commune";"15 ans ou plus";"Total";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;1765,19193
"Eybens";"Commune";"15 ans ou plus";"Femme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;688,97043
"Fontaine";"Commune";"15 ans ou plus";"Homme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;1274,05848
"Fontaine";"Commune";"15 ans ou plus";"Homme";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;963,27325
"Varces-Allières-et-Risset";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;1127,67109
"Vaulnaveys-le-Haut";"Commune";"15 ans ou plus";"Total";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;448
"Seyssins";"Commune";"15 ans ou plus";"Homme";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;302
"Sarcenas";"Commune";"15 ans ou plus";"Homme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;9,91189
"Sarcenas";"Commune";"15 ans ou plus";"Total";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;24,22907
"Bresson";"Commune";"15 ans ou plus";"Femme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;34,42606
"Brié-et-Angonnes";"Commune";"15 ans ou plus";"Femme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;136
"Saint-Martin-d'Hères";"Commune";"15 ans ou plus";"Homme";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;2636,79881
"Saint-Martin-d'Hères";"Commune";"15 ans ou plus";"Femme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;2088,77633
"Murianette";"Commune";"15 ans ou plus";"Femme";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;14,34242
"Murianette";"Commune";"15 ans ou plus";"Total";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;75,19107
"Notre-Dame-de-Commiers";"Commune";"15 ans ou plus";"Femme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;37,23652
"Le Pont-de-Claix";"Commune";"15 ans ou plus";"Homme";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;183,88934
